Name,Street Address,Locality,State,Zip code,Telephone,fax
Oakwood Animal Hospital,4132 Mcever Rd,Oakwood,GA,30566, (770) 503-9080, (770) 503-1036
Hall County Animal Shelter,1688 Barber Rd,Gainesville,GA,30507, (678) 450-1587, (770) 532-0498
Lance Animal Hospital,2951 Jay Mountain Road,Gainesville,GA,30506, (770) 503-7387, (770) 287-7197
Humane Society Of Northeast Georgia,845 W. Ridge Rd,Gainesville,GA,30501, (770) 532-6617, (770) 532-0498
Copper Basin & Vet Clinic,163 E Tennessee Ave,Mc Caysville,GA,30555, (706) 940-4100, (706) 492-4235
Lavonia Animal Hospital,870 E Main St,Lavonia,GA,30553, (706) 356-8116, (706) 356-7346
Tugaloo Animal Hospital,5648 Vickery St,Lavonia,GA,30553, (706) 356-1467, (706) 356-1835
Rabun Animal Hospital,220 Cathy Rd.,Mountain City,GA,30562, (706) 746-5100, (706) 746-5400
Clayton Veterinary Hospital,205 S Main St,Clayton,GA,30525, (706) 782-4271, (706) 782-7573
Gainesville Veterinary Hosp,1363 Thompson Bridge Rd,Gainesville,GA,30501, (770) 532-0491, (770) 532-0498
NORTHEAST VETERINARY HOSPITAL,120 Pet Care Court,Cornelia,GA,30531, (706) 778-1900, (866) 828-4178
Forever Friends Animal Clinic,148 North Main St,Hiawassee,GA,30546, (706) 896-7387,
Town and Country Animal Hospital,2824 State Hwy 197 S,Mt. Airy,GA,30563, (706) 778-7460, (706) 778-2051
Family Pet Clinic,3824 Old Flowery Branch Rd,Oakwood,GA,30566, (770) 532-2849, (770) 503-0312
Friendship Springs Vet Care,7380 Spout Springs Rd.,Flowey Branch,GA,30542, (770) 967-8387, (770) 967-2267
Hiawassee Animal Hospital,988 GA-75,Hiawassee,GA,30546, (706) 896-4173, (706) 896-9698
Chestnut Mountain Animal Hospital,3776 Winder Highway,Flowery Branch,GA,30542, (678) 971-5550, (678) 971-5552
Browns Bridge Animal Hospital,2305 Browns Bridge Rd,Gainesville,GA,30504, (770) 536-8831, (770) 536-8511
"Banfield, The Pet Hospital",5873 Spout Springs Rd,Flowery Branch,GA,30542, (770) 965-9365, (770) 965-9517
Animal Medical Care,984 Thompson Bridge Rd,Gainesville,GA,30501, (770) 532-1217, (770) 532-0311
Heron's Crossing - In Home Euthanasia,235 Ponce De Leon PL Ste M-246,Decatur,GA,30030, (404) 334-0822, (404) 289-8143
An-Emerge Animal Emergency Ctr,275 Pearl Nix Pkwy,Gainesville,GA,30501, (770) 534-2911, (770) 534-8096
For Pet's Sake,3761 N Druid Hills Rd,Decatur,GA,30033, (404) 248-8977, (404) 248-0426
Glenwood Small Animal Clinic,1739 Candler Rd,Decatur,GA,30032, (404) 289-8141, (404) 289-8143
Ellenwood Animal Hospital,355 Fairview Rd,Ellenwood,GA,30294, (770) 474-6611, (404) 523-3246
Fairview Animal Hospital,2784 E Atlanta Rd,Ellenwood,GA,30294, (770) 389-9757, (770) 507-8606
Edgewood Animal Clinic & Hosp,420 Edgewood Ave SE,Atlanta,GA,30312, (404) 523-0561, (404) 523-3246
East Atlanta Animal Clinic,461 Flat Shoals Ave SE,Atlanta,GA,30316, (404) 523-8765, (404) 523-3246
Dearborn Animal Hospital,235 Dekalb Industrial Way,Decatur,GA,30030, (404) 377-6477, (404) 377-1700
Decatur Village Veterinary Ctr,217 N. McDonough St,Decatur,GA,30030, (404) 371-0111, (404) 371-8539
Deceased Pet Care,4991 Peachtree Road,Atlanta,GA,30341, (770) 457-7659, (303) 688-1362
Dr. House Cat,430 Sterling St.,Atlanta,GA,30307, (404) 522-1001, (303) 688-1362
VCA Appalachian Animal Hospital,125 Mulberry St,East Ellijay,GA,30540, (706) 635-7357, (706) 635-7358
Ellijay Animal Hospital,89 Gudger St,Ellijay,GA,30540, (706) 698-7387, (706) 698-7388
Whitmire Animal Hospital,149 Whitmire Dr.,Dawsonville,GA,30534, (706) 265-1088, (706) 216-7464
Thompson Creek Animal Hospital,8495 Highway 53 E,Dawsonville,GA,30534, (706) 216-8381, (706) 216-7464
VCA Dahlonega Animal Hospital,1284 Dawsonville Hwy,Dahlonega,GA,30533, (706) 864-7191, (706) 867-9301
VCA Chestatee Animal Hospital,16 Westbrook Rd.,Dahlonega,GA,30533, (706) 864-1005, (706) 867-0719
Foothills Veterinary Clinic,375 Auraria Rd,Dawsonville,GA,30534, (706) 216-1356, (706) 216-1358
Commerce Veterinary Hospital,1012 S Broad St,Commerce,GA,30529, (706) 335-5111, (706) 335-3713
Marble Hill Veterinary Clinic,11423 Highway 53,Marble Hill,GA,30148, (770) 893-4865, (706) 216-1358
Dawsonville Veterinary Hospital,2399 Highway 53 E,Dawsonville,GA,30534, (706) 265-8381, (706) 265-1449
Cleveland Veterinary Hospital,1029 S Main St,Cleveland,GA,30528, (706) 865-3188, (706) 865-6281
Mount Yonah Animal Hospital,515 W Kytle St,Cleveland,GA,30528, (706) 219-1212, (706) 865-6281
Petwise,124 Prospect Trail,Cleveland,GA,30528, (706) 969-0933, (706) 865-6281
Animal Clinic At Foothills,280 Whitley Rd S,Marble Hill,GA,30148, (770) 894-4233, (706) 216-0186
All Animals Veterinary Hosp,639 Auraria Rd,Dawsonville,GA,30534, (706) 216-8387, (706) 216-0186
Dawson Forest Animal Hospital,2399 Dawson Forest Rd E,Dawsonville,GA,30534, (706) 216-7387, (706) 216-7837
Red Barn Veterinary Hospital,14 Seven Mile Hill Road ,Dahlonega,GA,30533, (706) 864-0054,
Coral Sands Animal Hospital,4242 Snapfinger Woods Dr,Decatur,GA,30035, (404) 289-3178, (404) 289-1323
De Kalb Animal Hospital,4070 Lawrenceville Hwy,Tucker,GA,30084, (770) 938-3900, (770) 938-3250
Common Companion Vet Co.,240 North Highland Ave NE Suite B,Atlanta,GA,30307, (770) 741-1581, (770) 741-1084
Columbia Belvedere Animal Hospital,3956 Glenwood Rd,Decatur,GA,30032, (404) 289-5231, (404) 289-5231
Clarkesville Veterinary Clinic,6640E Highway 115,Clarkesville,GA,30523, (706) 839-7387,
Mill Creek Veterinary,277 Madison St,Clarksville,GA,30523, (706) 839-1718, (706) 839-1719
Clairmont Animal Hospital,1226 CLAIRMONT RD,DECATUR,GA,30030, (404) 633-6163, (404) 634-9857
Buckhaven Veterinary Clinic,4226 Peachtree NE,Atlanta,GA,30319, (404) 841-3647, (404) 841-3649
Church Street Animal Hospital,711 Church St,Decatur,GA,30030, (404) 687-0711, (404) 816-8002
Brookhaven Animal Hospital,205 Town Blvd Ste 210,Atlanta,GA,30319, (404) 237-0316, (404) 262-1703
Center For Feline Medicine,5295 Stone Mountain Hwy,Stone Mountain,GA,30087, (770) 469-8240, (770) 469-4216
Chamblee Animal Hospital,5220 Peachtree Industrial Blvd,Chamblee,GA,30341, (770) 457-5245, (770) 469-4216
Cohutta Animal Clinic,83 Dunbarton Farm Rd,Blue Ridge,GA,30513, (706) 946-7387, (706) 946-7388
Ocoee Animal Hospital,88 All Creatures Pl,Blue Ridge,GA,30513, (706) 632-7387, (706) 632-7807
Mountain Emergency Animal Center,1163 Windy Ridge Rd,Blue Ridge,GA,30513, (706) 632-7879, (706) 258-2316
Mason's Animal Care,2808 US Highway 80 E,Twin City,GA,30471, (478) 763-4910,
Vidalia Veterinary Clinic,Highway 292,Vidalia,GA,30474, (912) 537-1069, (912) 537-1113
Vidalia Veterinary Clinic,303 W 1st St,Vidalia,GA,30474, (912) 537-1069, (912) 537-1113
Mc Rae Animal Clinic,656 S State St,Lyons,GA,30436, (912) 526-3433, (912) 537-6211
Altamaha Animal Clinic,300 Commerce Way,Vidalia,GA,30474, (912) 537-3711, (912) 537-6211
Toombs Animal Clinic,991 US Highway 1 S,Lyons,GA,30436, (912) 526-8533, (912) 537-6211
Screven Co Veterinary Svc,715 W Ogeechee St,Sylvania,GA,30467, (912) 564-1121, (912) 564-7792
Reidsville Veterinary Clinic,7061 US Highway 280 E,Reidsville,GA,30453, (912) 557-4993, (912) 557-3077
Briarlake Animal Hospital,2566 Shallowford Rd #109,Atlanta,GA,30345, (404) 963-9901, (404) 892-0219
Statesboro Bulloch Regional Veterinary Hospital,23608 US Hwy 80 East,Statesboro,GA,30461, (912) 764-1001, (912) 489-6559
Westside Veterinary Hospital,201-B Main St,Statesboro,GA,30458, (912) 489-1998, (912) 489-6623
Metter Veterinary Clnic,1020 East Broad St,Metter,GA,30439, (912) 685-5621,
University Animal Hospital,409 South Zetterower Ave,Statesboro,GA,30458, (912) 243-9162, (912) 243-9164
Vca Gateway Animal Hospital,9849 US Highway 301 S,Statesboro,GA,30458, (912) 681-7387, (912) 681-9131
Bulloch Veterinary Clinic,363 Northside Dr W,Statesboro,GA,30458, (912) 764-7579, (912) 489-2398
Best Friends Animal Hospital,605 Brannen Street,Statesboro,GA,30458, (912) 764-7387, (912) 764-3545
Banfield The Pet Hospital,650 Ponce DE Leon Ave NE,Atlanta,GA,30308, (404) 892-7277, (404) 892-0219
Banfield The Pet Hospital,3221 Peachtree Rd NE # 250,Atlanta,GA,30305, (404) 237-7455, (404) 237-7789
BANFIELD THE PET HOSPITAL,4023 LAVISTA RD STE 233,TUCKER,GA,30084, (770) 414-4330, (770) 414-4329
Deal Veterinary Clinic,900 N Downing Musgrove Hwy,Glennville,GA,30427, (912) 654-0404, (912) 654-9094
Glennville Veterinary Clinic,N Downing Musgrove Hwy,Glennville,GA,30427, (912) 654-0455, (912) 654-9094
Ogeechee Veterinary Assoc,1076 GA Highway 24 E,Louisville,GA,30434, (478) 625-3021, (478) 625-3269
Swainsboro Animal Clinic,311 S Main St,Swainsboro,GA,30401, (478) 237-5152, (478) 237-5237
McRae Vet Clinic,219 Lambs Bridge Rd,Swainsboro,GA,30401, (478) 237-4036,
Banfield Pet Hospital,"5001 Peachtree Blvd, Ste 125",Atlanta,GA,30341, (770) 986-7823, (470) 226-3873
Banfield Pet Hospital,251 Blackmon Dr Ste 120,Decatur,GA,30033, (470) 226-3869, (470) 226-3873
Avondale Veterinary Hospital,6 N Avondale Rd,Avondale Estates,GA,30002, (404) 294-4800, (404) 294-7007
Claxton Veterinary Clinic,10045 US Highway 280,Claxton,GA,30417, (912) 739-1076, (912) 739-9872
Animal Emergency Center of Sandy Springs,228 SANDY SPRINGS PL NE,ATLANTA,GA,30328, (404) 252-7881, (404) 252-7919
Animal Hospital-Sandy Springs,6023 Sandy Springs Cir NE,Atlanta,GA,30328, (404) 255-8522, (404) 252-6560
Atlanta Veterinary Dentistry & Oral Surgery,228 Sandy Springs Place NE,Sandy Springs,GA,30328, (877) 771-1107, (800) 553-6014
ATLANTA VETERINARY SKIN & ALLERGY CLINIC,2803 SHALLOWFORD RD NE,ATLANTA,GA,30341, (770) 936-8922, (404) 298-9922
ATLANTA VETERINARY EYE CLINIC,33 N AVONDALE PLZ,AVONDALE EST,GA,30002, (404) 299-0678, (404) 298-9922
Atlanta Pet Care Center,4821 Rockbridge Rd. #1,Stone Mountain,GA,30083, (404) 299-5551, (404) 207-1197
Barrows Veterinary,6300 Mountain Brook Ln NW,Atlanta,GA,30328, (404) 255-2577, (770) 813-8852
ANSLEY ANIMAL CLINIC,593 DUTCH VALLEY RD NE,ATLANTA,GA,30324, (404) 873-1786, (404) 873-1055
Animal Health Assoc Inc,1789 Clairmont Rd,Decatur,GA,30033, (404) 325-5107, (404) 325-5107
West End Animal Wellness Center,1195 Ralph David Abernathy Blvd SW,Atlanta,GA,30310, (404) 588-5001, (678) 705-9676
Banfield The Pet Hospital,1285 Johnson Ferry Road,Marietta,GA,30068, (770) 509-2580, (770) 509-2589
Horse & Hound Pet Clinic,555 Johnson Ferry Rd,Marietta,GA,30068, (770) 973-4133, (770) 565-7684
Johnson Ferry Animal Hospital,555 Johnson Ferry Road,Marietta,GA,30068, (770) 973-1500, (770) 565-7684
Vernon Woods Animal Hospital,270 Vernon Woods Dr NE,Atlanta,GA,30328, (404) 252-1641, (404) 252-7401
Lewis Veterinary Services,896 Fox Hollow Pkwy,Marietta,GA,30068, (770) 336-3880, (770) 973-2803
Happy Tails Animal Hospital,"4970 Lower Roswell Rd, Ste # 12",Marietta,GA,30068, (404) 975-1745, (678) 803-2646
Montrose Animal Hospital,1028 Woodlawn Dr NE,Marietta,GA,30068, (770) 977-9000, (770) 977-9028
VCA North Atlanta Animal Hospital,227 Sandy Springs Place Suite 210,Sandy Springs,GA,30328, (404) 255-9345, (404) 255-9282
GA Veterinaty Rehabilitation Fitness and Pain Management,1230 Johnson Ferry Place bldg 2 Ste J 70,Marietta,GA,30068, (678) 803-2626, (678) 803-2646
East Cobb Veterinary Clinic,1314 E Cobb Dr,Marietta,GA,30068, (770) 973-2286, (770) 394-5003
Atlanta Humane Veterinary Center,981 Howell Mill Road NW,Alpharetta,GA,30318, (404) 875-6420, (404) 875-6723
Atlanta Humane Society - SPCA of Georgia,981 HOWELL MILL RD NW,ATLANTA,GA,30318, (404) 875-6420, (404) 761-6980
Collier Animal Hospital,857 Collier Rd NW Suite 19,Atlanta,GA,30318, (404) 477-0200, (404) 687-0757
Blue Pearl Veterinary Partners,1071 Howell Mill Road,Atlanta,GA,30318, (404) 649-6333, (678) 543-0449
Abbott Animal Hospital,5534 Lawrenceville Hwy NW,Lilburn,GA,30047, (770) 921-2121, (770) 921-2566
"Dr. Mary Patricia Hill, DVM",1351 Paces Forest Dr. NW,Atlanta,GA,30327, (770) 380-1983, (303) 688-1362
Banfield the Pet Hospital,1801 Howell Mill Rd. NW,Atlanta,GA,30318, (404) 351-1919, (404) 351-1979
"Paws, Whiskers & Claws",4719 Lower Roswell Rd #220,Marietta,GA,30068, (770) 579-6001, (770) 579-6013
Animal Eye Specialists,"630 Cobb Pkwy N, Ste E",Marietta,GA,30062, (770) 427-3199, (770) 427-3689
PetWell Veterinary Healthcare,"1456 Northside Drive, Ste B",Atlanta,GA,30318, (404) 856-7500, (404) 856-7505
Animal Doctors,2531 Meadow Grove Way SW,Lilburn,GA,30047, (770) 469-8100, (770) 442-3002
Animal Medical Care Ctr,3851 Roswell Rd,Marietta,GA,30062, (770) 977-4994, (770) 971-3230
Treehouse Animal Clinic,2000 Moores Mill Rd NW,Atlanta,GA,30318, (404) 355-7387, (404) 355-7493
THRIVE Affordable Vet Care,1299 Northside Dr Ste 610,Atlanta,GA,30318, (404) 994-4166, (470) 481-3730
The Ark Animal Hospital,288 14th St. NW,Atlanta,GA,30318, (404) 584-7478, (404) 584-7479
Town & Country East Veterinarian Clinic,1100 Mt Bethel Dr,Marietta,GA,30068, (770) 565-7175, (770) 971-9454
Veterinary Medical Center of Clayton,4798 Jonesboro Rd,Forest Park,GA,30297, (404) 366-4370, (404) 361-3676
Northside Drive Pet Hospital,1634 Northside Dr NW,Atlanta,GA,30318, (404) 350-9827, (404) 350-0963
Ambery Animal Hospital,1400 HOWELL MILL RD NW,ATLANTA,GA,30318, (404) 351-5960, (404) 351-5961
Trusted Friend Animal Clinic,5975 Roswell Rd Suite C-309,Sandy Springs,GA,30328, (404) 907-1404, (678) 279-9956
Banfield The Pet Hospital,2150 Paxton Dr SW,Lilburn,GA,30047, (770) 979-9950, (770) 979-9890
Union City Veterinary Medical Center & ER Clinic,6702 Shannon Parkway,Union City,GA,30291, (770) 964-0700, (770) 964-0767
Tri-City Animal Hospital,2967 Central Ave.,East Point,GA,30344, (404) 766-3661, (770) 471-3432
Three Counties Animal Hospital,427 Highway 138 SW,Riverdale,GA,30274, (770) 471-6046, (770) 471-3432
Beaver Crossing Animal Hosp,4184 Lawrenceville Hwy NW,Lilburn,GA,30047, (770) 921-4981, (770) 921-5421
Southwest Veterinary Clinic,2369 Campbellton Rd SW,Atlanta,GA,30311, (404) 349-9576, (770) 774-2594
South Fulton Pet Care,"5370 Campbellton-Fairburn Rd, Ste 400",Fairburn,GA,30213, (770) 774-1298, (770) 774-2594
Shannon Parkway Animal Hosp,6396 Shannon Pkwy,Union City,GA,30291, (770) 964-1971, (770) 964-0877
The Village Vets,3404 Northside Pkwy NW,Atlanta,GA,30327, (404) 844-4824, (404) 592-6539
Cobb Veterinary Internal Medicine,"630 Cobb Parkway N., Ste. A",Marietta,GA,30062, (678) 354-7126, (678) 355-0114
Cobb Pet Clinic,1050 E Piedmont Rd,Marietta,GA,30062, (770) 321-5593, (770) 321-4537
Cobb Emergency Veterinary Clinic,630 COBB PKWY N,Marietta,GA,30062, (770) 424-9157, (770) 424-8064
East Marietta Animal Hospital,1799 Roswell Rd,Marietta,GA,30062, (770) 973-4830, (770) 973-1012
Riverdale Surgical Specialty,6607 Powers St,Riverdale,GA,30274, (770) 997-9079, (770) 996-9194
Red Oak Animal Hospital,4895 Ben Hill Rd,Atlanta ,GA,30349, (404) 767-8513, (404) 209-9727
Guardian Angel Mobile Veterinary Services,P O Box 741678,Riverdale,GA,30274, (770) 873-9425, (404) 751-0142
Johnson Veterinary Svc,3125 Roswell Rd # H,Marietta,GA,30062, (770) 977-5377, (770) 973-0301
GREENBRIAR ANIMAL HOSPITAL,3600 CAMPBELLTON RD SW,ATLANTA,GA,30331, (404) 344-8079, (404) 344-0559
Fort McPherson Veterinary Treatment Facility,1670 Hardee Ave,Fort Mcpherson,GA,30330, (404) 464-2911, (404) 941-1780
ANIMAL HOSPITAL OF EAST COBB,3770 LOWER ROSWELL RD,MARIETTA,GA,30068, (770) 578-8522, (770) 578-8890
Lassiter Animal Hospital,2960 Johnson Ferry Rd,Marietta,GA,30062, (770) 998-5100, (770) 998-2121
Briarcliff Animal Clinic of College Park,1662 Virginia Ave,College Park,GA,30337, (404) 835-1222, (404) 941-1780
Killian Hill Animal Hospital,1057 Killian Hill Rd SW,Lilburn,GA,30047, (770) 921-8558, (770) 410-1856
Banfield The Pet Hospital,3665 Market Place Blvd,East Point,GA,30344, (404) 349-0705, (404) 349-8320
Banfield The Pet Hospital,1003 Adam Lake Blvd,East Point,GA,30344, (404) 349-0705, (404) 761-6980
Atlanta Area Animal Clinic,2605 Godby Rd,Atlanta,GA,30349, (404) 761-6989, (404) 761-6980
Animal Medical Clinic of Fairburn,8520 Senoia Rd,Fairburn,GA,30213, (770) 692-6034, (770) 692-6037
Allied Animal Healthcare,6709 Powers St,Riverdale,GA,30274, (770) 573-2732,
Mountain Park Animal Hospital,5324 Five Forks Trickum Rd SW,Lilburn,GA,30047, (770) 921-2965, (770) 921-2977
Radiocat,630 N Cobb Pkwy,Marietta,GA,30062, (800) 323-9729, (770) 952-6965
Sprayberry Animal Hospital,2135 Post Oak Tritt Rd,Marietta,GA,30062, (770) 977-8300, (770) 977-1304
Cliftwood Animal Hospital,175 Cliftwood Dr NE,Atlanta,GA,30328, (404) 252-9200, (404) 252-0490
Town & Country Veterinary Clinic,1343 Gresham Rd,Marietta,GA,30062, (770) 971-1556, (770) 971-1292
Blue Pearl Veterinary Partners - SS,455 Abernathy Rd NE,Sandy Springs,GA,30328, (404) 459-0903, (404) 459-4190
Tritt Animal Hospital,4349 Shallowford Rd,Marietta,GA,30062, (770) 992-8787, (770) 518-1930
Centre Court Veterinary Clinic,6080 Sandy Springs Cir NE,Atlanta,GA,30328, (404) 252-9200, (404) 252-0490
River Cliff Animal Hospital,4776 Highway 78,Lilburn,GA,30047, (770) 972-6270, (770) 418-9102
VCA Avalon-Heart of Gwinnett Animal Hospital,470 PLEASANT HILL RD NW,Lilburn,GA,30047, (770) 923-7474, (770) 923-3430
Veterinary Referral Surgical Practice,"630 Cobb Parkway North, Suite B",Marietta,GA,30062, (770) 424-6663, (770) 424-5238
Veterinary Referral Surgical Practice,"630 Cobb Parkway North, Suite B",Marietta,GA,30062, (770) 424-6663, (770) 424-5238
VCA Lilburn Animal Hospital,4985 Lawrenceville Hwy NW,Lilburn,GA,30047, (770) 921-6766, (770) 921-5470
Veterinary Referral Surgical Practice,630 Cobb Pkwy N,Marietta,GA,30062, (770) 424-6663, (770) 424-5238
Animal Fur1st Medical Ctr,468 Boulevard SE,Atlanta,GA,30312, (404) 627-7879, (404) 627-2618
Animal Lovers Veterinary Hospital,1810 Lee Rd,Lithia Springs,GA,30122, (770) 948-3004,
Banfield The Pet Hospital,1986 Mount Zion Rd,Morrow,GA,30260, (770) 472-9900, (770) 472-9111
Westside Animal Emergency Clinic,875 Thornton Rd,Lithia Springs,GA,30122, (770) 819-1090, (678) 838-2828
Forest Park Animal Hospital,5136 Jonesboro Rd,Morrow,GA,30260, (404) 366-1922, (404) 366-1925
MORROW ANIMAL HOSPITAL,6326 S LEE ST,MORROW,GA,30260, (770) 961-5540, (770) 961-2772
Lake Harbin Animal Hospital,2056 Lake Harbin Rd,Morrow,GA,30260, (770) 961-5036, (770) 961-2772
Sweetwater Creek Animal Hospital,2785 Lee Road Ste B-10,Lithia Springs,GA,30122, (678) 838-7387, (678) 838-2828
Thomaston Animal Hospital,1412 Highway 19 N,Thomaston,GA,30286, (706) 648-2146, (706) 647-1970
All My Pets Veterinary Services,P.O. Box 1550,Thomaston,GA,30286, (833) 738-7838,
AVS Animal Hospital,623 Pointe South Pkwy # 105,Jonesboro,GA,30238, (770) 472-1100, (770) 472-8674
Hannahs Mill Animal Hospital,555 Hannahs Mill Rd,Thomaston,GA,30286, (706) 647-4164, (706) 647-1970
Banfield The Pet Hospital,101 Pavilion Pkwy,Fayetteville,GA,30214, (770) 461-0006, (770) 461-5010
East Lake Veterinary Hospital,86 Claire Court,McDonough,GA,30253, (770) 914-0735, (770) 472-9111
Moreland Animal Hospital,2789 Hwy 29 Ssouth ,Moreland,GA,30259, (770) 755-6633, (770) 755-6635
East Coweta Veterinary Hosp,3462 Highway 34 E,Sharpsburg,GA,30277, (770) 304-2600, (770) 304-8030
VCA Braelinn Village Animal Hospital,1130 Crosstown Court,Peachtree City,GA,30269, (770) 486-0077, (770) 486-0052
VCA Braelinn Animal Hospital,1237 Robinson Rd,Peachtree City,GA,30269, (770) 487-1144, (770) 487-2901
West Georgia Mobile Vet / Spay & Neuter Clinic,91 Selt Rd,Newman,GA,30263, (770) 942-4984, (770) 252-6861
Jackson Veterinary Clinic,369 E 2nd St,Jackson,GA,30233, (770) 775-5710, (770) 775-5716
Woodland Animal Hospital,2675 Highway 155 S,Locust Grove,GA,30248, (770) 467-3140, (770) 957-0870
Animal Health Clinic,311 Morgan St,Lagrange,GA,30240, (706) 884-1771, (706) 884-1773
Brookwood Animal Clinic,118 Brookwood Ave,Jackson,GA,30233, (770) 504-0853, (770) 504-9410
Mallards Landing Veterinary Hospital,3590 Georgia 42,Locust Grove,GA,30248, (678) 565-4004, (678) 432-6237
LaGrange Veterinary Hospital,1200 Lafayette Parkway ,LaGrange,GA,30241, (706) 882-1063, (706) 882-8634
Family Pet Care,1300 Hogansville Rd,Lagrange,GA,30241, (706) 883-8387, (706) 883-8313
Greater Atlanta Veterinary Medical Group,1093 Sandy Plains Rd,Marietta,GA,30066, (770) 424-6303, (770) 426-4257
Memorial Drive Vet Clinic,806 Memorial Dr,Griffin,GA,30223, (770) 227-2452, (770) 227-6722
Southside Animal Hospital,929 S Hill St,Griffin,GA,30224, (770) 228-2595, (770) 228-3819
North Griffin Veterinary Clnc,1799 N Expressway,Griffin,GA,30223, (770) 227-4125, (770) 227-4288
Griffin Animal Care,656 N Expressway,Griffin,GA,30223, (770) 228-4321, (770) 228-4324
Fulton Equine Clinic,2424 Rehoboth Rd,Griffin,GA,30224, (770) 227-5484, (770) 227-0621
VIP Petcare,141 Commerce Ave.,LaGrange,GA,30240, (470) 269-4961, (706) 882-8025
Franklin Road Animal Clinic,1462 New Franklin Rd,Lagrange,GA,30240, (706) 882-0054, (706) 882-8025
Four Paws Animal Hospital,101 Parker Pl,Lagrange,GA,30240, (706) 845-9400, (706) 937-2210
THRIVE Affordable Vet Care,3460 Sandy Plains Rd Suite 630,Marietta,GA,30066, (470) 632-8316, (470) 632-8317
Southern Crescent Equine Svc,608 Highway 29 N,Newnan,GA,30263, (770) 252-6860, (770) 252-6861
Shallowford Animal Hospital,2323 Shallowford Rd,Marietta,GA,30066, (770) 926-0926, (770) 591-1318
ETOWAH VETERINARY HOSPITAL,4953 CANTON RD,MARIETTA,GA,30066, (770) 926-8888, (770) 516-8915
Bethlehem Animal Clinic,109 Bethlehem Rd,Locust Grove,GA,30248, (678) 432-7002, (678) 432-7048
Dogwood Veterinary Hospital,24 Hospital Rd,Newnan,GA,30263, (770) 253-3416, (770) 683-3416
South Atlanta Veterinary Internal Medicine,1270 HWY 54E,Fayetteville,GA,30214, (770) 692-3769, (770) 460-7407
Veterinary Internal Medicine Specialty,1093 Sandy Plains Rd,Marietta,GA,30066, (770) 419-1976, (404) 816-8002
HELP Spay Neuter Clinic,12 The Cres,Newnan,GA,30263, (770) 304-7911, (770) 304-7912
Stockbridge Veterinary Hosp,5238 N Henry Blvd,Stockbridge,GA,30281, (770) 474-7242, (770) 474-7205
Coweta Animal Hospital,225 Bullsboro Dr,Newnan,GA,30263, (770) 253-8013, (770) 253-1780
PET EP,3165 Evans Mill Road,Lithonia,GA,30038, (404) 608-0800, (678) 610-5441
Parkway Animal Hospital,205 Mcdonough Pkwy,Mcdonough,GA,30253, (678) 432-6220, (678) 610-5441
Senoia Animal Hospital,7285 Highway 16,Senoia,GA,30276, (770) 599-0222, (770) 599-9998
SAVES Center,1090 Highway 54 East,Fayetteville,GA,30214, (770) 460-8166, (770) 460-7407
Huntington Creek Animal Hosp,1391 Highway 85 N,Fayetteville,GA,30214, (770) 461-1233, (770) 719-1016
Mc Donough Animal Hospital,123 Jonesboro Rd,Mcdonough,GA,30253, (770) 957-3927, (770) 954-9046
Flat Creek Animal Clinic,1963 Highway 54 W,Fayetteville,GA,30214, (770) 487-5354, (770) 631-9904
Jonesboro Animal Hospital,2832 Highway 138 E,Jonesboro,GA,30236, (770) 478-5521, (770) 603-9230
Hudson Bridge Animal Clinic,1795 Hudson Bridge Rd,Stockbridge,GA,30281, (770) 389-3400, (770) 507-1524
Animal Amour Pet Care Ctr,11500 Tara Blvd,Lovejoy,GA,30250, (770) 472-8610,
Family Friend Animal Hospital & Pet Lodge,229 Summerlin Blvd,Newman,GA,30265, (678) 552-1717, (678) 423-8368
Peachtree City Animal Clinic,343 Senoia Rd,Peachtree City,GA,30269, (770) 487-4074, (770) 487-4535
Crossroads Animal Hospital Brd,25 Oak Hill Blvd,Newnan,GA,30265, (770) 253-1020, (770) 253-2777
Fayetteville Animal Hospital,1145 Highway 54 E,Fayetteville,GA,30214, (770) 461-4211, (770) 461-0172
Newnan Animal Hospital,1973 Hwy 34 E,Newnan,GA,30265, (770) 251-8911, (770) 251-7379
Fayette Veterinary Medical Center,565 Glynn St S,Fayetteville,GA,30214, (770) 460-0090, (770) 460-6624
Cat Care Of Fayette,304 Buckeye Rd,Fayetteville,GA,30214, (770) 716-5651, (770) 751-8680
Crescent Veterinary Hospital,51 Market Square Rd,Newnan,GA,30265, (770) 304-8900, (770) 683-8903
Banfield the Pet Hospital,2701 Highway 54,Peachtree City,GA,30269, (678) 364-9121, (678) 364-9199
Banfield The Pet Hospital,1072 Highway 34 E,Newnan,GA,30265, (678) 423-0007, (770) 681-0641
Animal Medical Clinic Pet Care Center & Hotel ,405 HWY 74 N,Peachtree City,GA,30269, (770) 632-0900, (770) 681-0641
Henry County Animal Hospital,151 Hampton St,Mcdonough,GA,30253, (770) 954-1217, (770) 954-9369
"Banfield, The Pet Hospital",1950 Jonesboro Road,McDonough,GA,30253, (770) 914-1280, (770) 472-9111
Eagles Landing Vet Hospital,1635 Highway 42 N,Mcdonough,GA,30253, (770) 954-1414, (770) 472-9111
Berry Hill Pet Hospital,575 Millers Mill Rd,Stockbridge,GA,30281, (770) 474-3255, (770) 472-9111
Animal Medical Clinic,399 Hwy 74 N,Peachtree City,GA,30269, (770) 487-1338, (770) 681-0641
