Modification,Chassis ID,Engine,Drive
2 SEATER,"GD-,L700V",EF-SE,FF
2 SEATER,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
KISSA 1.0,"E-,G100S",CB,FF
WILL,"E-,G100S",CB,FF
WILL,"E-,G100S",CB,FF
WILL,"E-,G100S",CB,FF
WILL,"E-,G100S",CB,FF
KISSA DIESEL TURBO,"Q-,G101S",CL,FF
KISSA DIESEL TURBO,"Q-,G101S",CL,FF
X SA,"DBA-,LA100S",KF,FF
X,"DBA-,LA100S",KF,FF
L SA,"DBA-,LA100S",KF,FF
L,"DBA-,LA100S",KF,FF
X SA,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L SA,"DBA-,LA110S",KF,Full-time 4WD
Al-4,"E-,L310S",EF-EL,Full-time 4WD
Cl-4,"E-,L310S",EF-EL,Part-time 4WD
Cl-4,"E-,L310S",EF-EL,Full-time 4WD
CUSTOM X TOP EDITION SA,"DBA-,LA610S",KF,Full-time 4WD
X TURBO SA,"DBA-,LA600S",KF,FF
X TURBO,"DBA-,LA600S",KF,FF
X TURBO SA,"DBA-,LA610S",KF,Full-time 4WD
X TURBO,"DBA-,LA610S",KF,Full-time 4WD
G SA,"DBA-,LA600S",KF,FF
G,"DBA-,LA600S",KF,FF
TB,"GD-,L700V",EF-SE,FF
TB,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
WILL TURBO,"Q-,G101S",CL,FF
WILL TURBO,"Q-,G101S",CL,FF
SUPER SELECTION,"E-,G102S",HC-E,FF
SUPER SELECTION,"E-,G102S",HC-E,FF
SUPER SELECTION,"E-,G101S",CL,FF
L.A. GEAR 1.3I,"E-,G102S",HC-E,FF
L.A. GEAR 1.3I,"E-,G102S",HC-E,FF
L.A. GEAR 1.0,"E-,G100S",CB,FF
L.A. GEAR 1.0,"E-,G100S",CB,FF
POSE,"E-,G100S",CB,FF
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SA,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED SA,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
PICO,"E-,L300S",EF-KL,FF
AX-S,"E-,L300S",EF-EL,FF
AX-S,"E-,L300S",EF-EL,FF
AX-l,"E-,L300S",EF-EL,FF
AX-l,"E-,L300S",EF-EL,FF
AD,"E-,L300S",EF-KL,FF
X SA,"DBA-,LA600S",KF,FF
X,"DBA-,LA600S",KF,FF
L SA,"DBA-,LA600S",KF,FF
L,"DBA-,LA600S",KF,FF
G SA,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,LA610S",KF,Full-time 4WD
CX,"GF-,L700S",EF-VE,FF
CX,"GF-,L710S",EF-VE,Full-time 4WD
TX,"GF-,L710S",EF-VE,Full-time 4WD
TR,"GF-,L700S",EF-DET,FF
TR,"GF-,L700S",EF-DET,FF
TR,"GF-,L710S",EF-DET,Full-time 4WD
TR,"GF-,L710S",EF-DET,Full-time 4WD
TX,"GH-,L700S",EF-VE,FF
TX,"GH-,L700S",EF-VE,FF
POSE,"E-,G100S",CB,FF
WILL,"E-,G112S",HC-E,Full-time 4WD
WILL,"E-,G112S",HC-E,Full-time 4WD
TR,"E-,G102S",HC-E,FF
TR,"E-,G102S",HC-E,FF
KISSA,"E-,G102S",HC-F,FF
KISSA,"E-,G102S",HC-F,FF
CR,"E-,G102S",HC-E,FF
CUSTOM X SA,"DBA-,LA100S",KF,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM RS SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
AD,"E-,L300S",EF-KL,FF
AX,"E-,L300S",EF-EL,FF
AX,"E-,L300S",EF-EL,FF
OX,"E-,L300S",EF-EL,FF
OX,"E-,L300S",EF-EL,FF
Al-4,"E-,L310S",EF-EL,Part-time 4WD
X SA,"DBA-,LA610S",KF,Full-time 4WD
X,"DBA-,LA610S",KF,Full-time 4WD
L SA,"DBA-,LA610S",KF,Full-time 4WD
L,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS SA,"DBA-,LA600S",KF,FF
CUSTOM RS,"DBA-,LA600S",KF,FF
CUSTOM X SA,"DBA-,LA600S",KF,FF
TX,"GH-,L700S",EF-VE,FF
TX,"GH-,L710S",EF-VE,Full-time 4WD
TX,"GH-,L710S",EF-VE,Full-time 4WD
TX,"GH-,L710S",EF-VE,Full-time 4WD
CR,"E-,G102S",HC-E,FF
KISSA,"E-,G102S",HC-F,FF
KISSA,"E-,G102S",HC-F,FF
TXF,"E-,G112S",HC-E,Full-time 4WD
CXF,"E-,G112S",HC-E,Full-time 4WD
GT-XX,"E-,G100S",CB,FF
SERGIO TACCHINI,"E-,G100S",CB,FF
CUSTOM X SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
X TURBO SA,"DBA-,LA100S",KF,FF
X TURBO,"DBA-,LA100S",KF,FF
X SA,"DBA-,LA100S",KF,FF
Al-4,"E-,L310S",EF-EL,Full-time 4WD
CLUB SPORTS,"E-,L300S",EF-EL,FF
CLUB SPORTS,"E-,L300S",EF-EL,FF
CUSTOM X,"DBA-,LA600S",KF,FF
CUSTOM RS SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA610S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA610S",KF,Full-time 4WD
G,"DBA-,L375S",KF,FF
X LIMITED,"DBA-,L375S",KF,FF
CX,"GH-,L700S",EF-VE,FF
CX,"GH-,L700S",EF-VE,FF
CX,"GH-,L700S",EF-VE,FF
SERGIO TACCHINI,"E-,G100S",CB,FF
WILL G,"E-,G100S",CB,FF
WILL G,"E-,G100S",CB,FF
WILL S,"E-,G100S",CB,FF
WILL S,"E-,G100S",CB,FF
TD,"E-,G100S",CB,FF
X,"DBA-,LA100S",KF,FF
L SA,"DBA-,LA100S",KF,FF
L,"DBA-,LA100S",KF,FF
X TURBO SA,"DBA-,LA110S",KF,Full-time 4WD
X TURBO,"DBA-,LA110S",KF,Full-time 4WD
X SA,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L SA,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,L375S",KF,FF
L,"DBA-,L375S",KF,FF
G SPECIAL,"DBA-,L375S",KF,FF
G SPECIAL,"DBA-,L385S",KF,Full-time 4WD
CUSTOM X,"DBA-,L375S",KF,FF
CUSTOM L,"DBA-,L375S",KF,FF
CX,"GH-,L710S",EF-VE,Full-time 4WD
CX,"GH-,L710S",EF-VE,Full-time 4WD
CX,"GH-,L710S",EF-VE,Full-time 4WD
CX,"E-,G100S",CB,FF
CX,"E-,G100S",CB,FF
WILL S,"E-,G100S",CB,FF
WILL S,"E-,G100S",CB,FF
TX TURBO,"Q-,G101S",CL,FF
TX TURBO,"Q-,G101S",CL,FF
TD,"Q-,G101S",CL,FF
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS SA,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED SA,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
CUSTOM X SA,"DBA-,LA100S",KF,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM X SPECIAL,"DBA-,L375S",KF,FF
CUSTOM X SPECIAL,"DBA-,L385S",KF,Full-time 4WD
CUSTOM RS,"DBA-,L375S",KF,FF
CUSTOM RS,"DBA-,L385S",KF,Full-time 4WD
G,"DBA-,L375S",KF,FF
X,"DBA-,L375S",KF,FF
X SPECIAL,"DBA-,L375S",KF,FF
TD,"GF-,L700S",EF-SE,FF
TD,"GF-,L700S",EF-SE,FF
TD,"GF-,L710S",EF-SE,Full-time 4WD
TD,"GF-,L710S",EF-SE,Full-time 4WD
CX TURBO,"Q-,G101S",CL,FF
CX TURBO,"Q-,G101S",CL,FF
WILL TURBO,"Q-,G101S",CL,FF
WILL TURBO,"Q-,G101S",CL,FF
CD,"Q-,G101S",CL,FF
CUSTOM RS SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
L,"DBA-,L375S",KF,FF
CD,"GF-,L700S",EF-SE,FF
CD,"GF-,L700S",EF-SE,FF
CD,"GF-,L710S",EF-SE,Full-time 4WD
CD,"GF-,L710S",EF-SE,Full-time 4WD
TV,"GH-,L700S",EF-VE,FF
2 SEATER,"GD-,L700V",EF-SE,FF
X SA,"DBA-,LA100S",KF,FF
X,"DBA-,LA100S",KF,FF
L SA,"DBA-,LA100S",KF,FF
G,"DBA-,L385S",KF,Full-time 4WD
X,"DBA-,L385S",KF,Full-time 4WD
X SPECIAL,"DBA-,L385S",KF,Full-time 4WD
L,"DBA-,L385S",KF,Full-time 4WD
CUSTOM RS,"CBA-,L375S",KF,FF
CUSTOM X,"DBA-,L375S",KF,FF
CUSTOM L,"DBA-,L375S",KF,FF
2 SEATER,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
TB,"GD-,L700V",EF-SE,FF
TB,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
L,"DBA-,LA100S",KF,FF
X SA,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L SA,"DBA-,LA110S",KF,Full-time 4WD
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED SA,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
CUSTOM X SA,"DBA-,LA100S",KF,FF
CUSTOM RS,"CBA-,L385S",KF,Full-time 4WD
CUSTOM X,"DBA-,L385S",KF,Full-time 4WD
CUSTOM L,"DBA-,L385S",KF,Full-time 4WD
G,"DBA-,L375S",KF,FF
X LIMITED,"DBA-,L375S",KF,FF
X,"DBA-,L375S",KF,FF
L,"DBA-,L375S",KF,FF
G,"DBA-,L385S",KF,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
TV,"GF-,L700S",EF-VE,FF
TR,"GF-,L700S",EF-DET,FF
TR,"GF-,L700S",EF-DET,FF
CR,"GF-,L700S",EF-DET,FF
CR,"GF-,L700S",EF-DET,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
X LIMITED,"DBA-,L385S",KF,Full-time 4WD
X,"DBA-,L385S",KF,Full-time 4WD
L,"DBA-,L385S",KF,Full-time 4WD
CUSTOM RS,"CBA-,L375S",KF,FF
CUSTOM X,"DBA-,L375S",KF,FF
CUSTOM L,"DBA-,L375S",KF,FF
CUSTOM RS,"CBA-,L385S",KF,Full-time 4WD
TX,"GF-,L700S",EF-VE,FF
TX,"GF-,L700S",EF-VE,FF
TX,"GF-,L700S",EF-VE,FF
CX,"GF-,L700S",EF-VE,FF
CX,"GF-,L700S",EF-VE,FF
TL,"GF-,L700S",EF-SE,FF
TL,"GF-,L700S",EF-SE,FF
CUSTOM X SA,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
X LIMITED,"DBA-,LA100S",KF,FF
X,"DBA-,LA100S",KF,FF
L,"DBA-,LA100S",KF,FF
X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,L385S",KF,Full-time 4WD
CUSTOM L,"DBA-,L385S",KF,Full-time 4WD
G,"DBA-,L375S",KF-VE,FF
X,"DBA-,L375S",KF-VE,FF
X SPECIAL,"DBA-,L375S",KF-VE,FF
L,"DBA-,L375S",KF-VE,FF
G,"DBA-,L385S",KF-VE,Full-time 4WD
CL,"GF-,L700S",EF-SE,FF
CL,"GF-,L700S",EF-SE,FF
TD,"GF-,L700S",EF-SE,FF
TD,"GF-,L700S",EF-SE,FF
TR,"GF-,L710S",EF-DET,Full-time 4WD
TR,"GF-,L710S",EF-DET,Full-time 4WD
CR,"GF-,L710S",EF-DET,Full-time 4WD
CR,"GF-,L710S",EF-DET,Full-time 4WD
TX,"GF-,L710S",EF-VE,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"DBA-,LA100S",KF,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM RS,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,L385S",KF-VE,Full-time 4WD
X SPECIAL,"DBA-,L385S",KF-VE,Full-time 4WD
L,"DBA-,L385S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L375S",KF-DET,FF
TX,"GF-,L710S",EF-VE,Full-time 4WD
CX,"GF-,L710S",EF-VE,Full-time 4WD
CX,"GF-,L710S",EF-VE,Full-time 4WD
TL,"GF-,L710S",EF-SE,Full-time 4WD
TL,"GF-,L710S",EF-SE,Full-time 4WD
CL,"GF-,L710S",EF-SE,Full-time 4WD
CL,"GF-,L710S",EF-SE,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
X VS III,"DBA-,L175S",KF-VE,FF
X SPECIAL,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
X VS III,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM X,"DBA-,L375S",KF-VE,FF
CUSTOM L,"DBA-,L375S",KF-VE,FF
CUSTOM RS,"CBA-,L385S",KF-DET,Full-time 4WD
CUSTOM X,"DBA-,L385S",KF-VE,Full-time 4WD
CUSTOM L,"DBA-,L385S",KF-VE,Full-time 4WD
X LIMITED SELECTION,"DBA-,L375S",KF-VE,FF
X 4WD SELECTION,"CBA-,L385S",KF-VE,Full-time 4WD
X LIMITED,"DBA-,L375S",KF-VE,FF
X,"DBA-,L375S",KF-VE,FF
X SPECIAL,"DBA-,L375S",KF-VE,FF
TD,"GF-,L710S",EF-SE,Full-time 4WD
TD,"GF-,L710S",EF-SE,Full-time 4WD
TA,"GD-,L700V",EF-SE,FF
TA,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
TA SPECIAL,"GD-,L700V",EF-SE,FF
X SPECIAL,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L185S",KF-VE,Full-time 4WD
X LIMITED,"DBA-,LA100S",KF,FF
X,"DBA-,LA100S",KF,FF
L,"DBA-,LA100S",KF,FF
L,"DBA-,L375S",KF-VE,FF
X 4WD SELECTION,"CBA-,L385S",KF-VE,Full-time 4WD
X 4WD SPECIAL,"CBA-,L385S",KF-VE,Full-time 4WD
L,"CBA-,L385S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L375S",KF-DET,FF
CUSTOM X LIMITED,"DBA-,L375S",KF-VE,FF
CUSTOM X,"DBA-,L375S",KF-VE,FF
CUSTOM RS,"CBA-,L385S",KF-DET,Full-time 4WD
CUSTOM X,"CBA-,L385S",KF-VE,Full-time 4WD
TB,"GD-,L700V",EF-SE,FF
TB,"GD-,L700V",EF-SE,FF
TA,"GD-,L710V",EF-SE,Full-time 4WD
TA,"GD-,L710V",EF-SE,Full-time 4WD
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
TA SPECIAL,"GD-,L710V",EF-SE,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
TB,"GD-,L710V",EF-SE,Full-time 4WD
TR,"E-,L502S",JB-EL,FF
X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
X,"DBA-,LA110S",KF,Full-time 4WD
L,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM RS,"CBA-,LA100S",KF,FF
CUSTOM G,"DBA-,LA100S",KF,FF
X LIMITED SPECIAL,"DBA-,L375S",KF-VE,FF
X LIMITED,"DBA-,L375S",KF-VE,FF
X,"DBA-,L375S",KF-VE,FF
L,"DBA-,L375S",KF-VE,FF
TR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
TR,"E-,L510S",EF-ZL,Part-time 4WD
TR,"E-,L510S",EF-ZL,Full-time 4WD
CR,"E-,L510S",EF-ZL,Part-time 4WD
CR,"E-,L510S",EF-ZL,Full-time 4WD
TC,"V-,L500V",EF-CL,FF
CUSTOM X LIMITED,"DBA-,LA100S",KF,FF
CUSTOM X,"DBA-,LA100S",KF,FF
CUSTOM RS,"CBA-,LA110S",KF,Full-time 4WD
CUSTOM G,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X LIMITED,"DBA-,LA110S",KF,Full-time 4WD
CUSTOM X,"DBA-,LA110S",KF,Full-time 4WD
X VS,"DBA-,L175S",KF-VE,FF
X,"CBA-,L385S",KF-VE,Full-time 4WD
L,"CBA-,L385S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L375S",KF-DET,FF
CUSTOM X LIMITED,"DBA-,L375S",KF-VE,FF
CUSTOM X,"DBA-,L375S",KF-VE,FF
CUSTOM L,"DBA-,L375S",KF-VE,FF
CUSTOM RS,"CBA-,L385S",KF-DET,Full-time 4WD
TC,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
TA,"V-,L510V",EF-CL,Part-time 4WD
2 SEATER,"V-,L500V",EF-CL,FF
PARCO CLASSIC,"E-,L500S",EF-FL,FF
PARCO CLASSIC,"E-,L500S",EF-FL,FF
L VS,"DBA-,L175S",KF-VE,FF
X VS,"DBA-,L185S",KF-VE,Full-time 4WD
L VS,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM X,"CBA-,L385S",KF-VE,Full-time 4WD
CUSTOM L,"CBA-,L385S",KF-VE,Full-time 4WD
WONDERFUL SELECTION,"DBA-,L375S",KF-VE,FF
WONDERFUL SELECTION,"CBA-,L385S",KF-VE,Full-time 4WD
CUSTOM V SELECTION TURBO,"CBA-,L375S",KF-DET,FF
CUSTOM V SELECTION,"DBA-,L375S",KF-VE,FF
CUSTOM V SELECTION TURBO,"CBA-,L385S",KF-DET,Full-time 4WD
PARCO CLASSIC,"E-,L510S",EF-ZL,Part-time 4WD
PARCO CLASSIC,"E-,L510S",EF-ZL,Full-time 4WD
TR,"E-,L502S",JB-EL,FF
TR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CL TURBO,"E-,L500S",EF-RL,FF
TG SELECT,"E-,L500S",EF-FL,FF
CUSTOM R VS,"CBA-,L175S",KF-DET,FF
CUSTOM R VS,"CBA-,L185S",KF-DET,Full-time 4WD
X VS II,"DBA-,L175S",KF-VE,FF
X SPECIAL,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
CUSTOM V SELECTION,"CBA-,L385S",KF-VE,Full-time 4WD
X,"DBA-,L375S",KF-VE,FF
L,"DBA-,L375S",KF-VE,FF
CUSTOM L,"DBA-,L375S",KF-VE,FF
X,"CBA-,L385S",KF-VE,Full-time 4WD
CUSTOM L,"CBA-,L385S",KF-VE,Full-time 4WD
TG SELECT,"E-,L500S",EF-FL,FF
CG SELECT,"E-,L500S",EF-FL,FF
CG SELECT,"E-,L500S",EF-FL,FF
TG LIMITED,"E-,L500S",EF-FL,FF
TG LIMITED,"E-,L500S",EF-FL,FF
CG LIMITED,"E-,L500S",EF-FL,FF
X VS II,"DBA-,L185S",KF-VE,Full-time 4WD
X SPECIAL,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L175S",KF-DET,FF
CUSTOM R,"CBA-,L175S",KF-DET,FF
L,"CBA-,L385S",KF-VE,Full-time 4WD
X LIMITED,"DBA-,L375S",KF-VE,FF
CUSTOM X,"DBA-,L375S",KF-VE,FF
CUSTOM X,"CBA-,L385S",KF-VE,Full-time 4WD
CG LIMITED,"E-,L500S",EF-FL,FF
TR,"E-,L510S",EF-ZL,Part-time 4WD
TR,"E-,L510S",EF-ZL,Full-time 4WD
CUSTOM X,"DBA-,L175S",KF-VE,FF
CUSTOM RS,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM R,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM X,"DBA-,L185S",KF-VE,Full-time 4WD
X LIMITED SPECIAL,"DBA-,L375S",KF-VE,FF
CUSTOM X LIMITED,"DBA-,L375S",KF-VE,FF
CUSTOM RS,"CBA-,L375S",KF-DET,FF
CUSTOM RS,"CBA-,L385S",KF-DET,Full-time 4WD
VS,"CBA-,L350S",EF-VE,FF
VS,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM VS,"CBA-,L350S",EF-VE,FF
CUSTOM VS TURBO,"ABA-,L350S",EF-DET,FF
CR,"E-,L510S",EF-ZL,Part-time 4WD
CR,"E-,L510S",EF-ZL,Full-time 4WD
TG SELECT,"E-,L510S",EF-ZL,Part-time 4WD
TG SELECT,"E-,L510S",EF-ZL,Full-time 4WD
CG SELECT,"E-,L510S",EF-ZL,Part-time 4WD
CG SELECT,"E-,L510S",EF-ZL,Full-time 4WD
L SELECTION,"DBA-,L175S",KF-VE,FF
L SELECTION,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM XC EDITION,"DBA-,L175S",KF-VE,FF
CUSTOM XC EDITION,"DBA-,L185S",KF-VE,Full-time 4WD
X LIMITED,"DBA-,L175S",KF-VE,FF
X,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
X LIMITED,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM VS,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM VS TURBO,"ABA-,L360S",EF-DET,Full-time 4WD
RS,"ABA-,L350S",EF-DET,FF
RS,"ABA-,L360S",EF-DET,Full-time 4WD
X LIMITED,"CBA-,L350S",EF-VE,FF
X LIMITED,"ABA-,L360S",EF-VE,Full-time 4WD
X,"CBA-,L350S",EF-VE,FF
VS,"CBA-,L350S",EF-VE,FF
TG LIMITED,"E-,L510S",EF-ZL,Part-time 4WD
TG LIMITED,"E-,L510S",EF-ZL,Full-time 4WD
CG LIMITED,"E-,L510S",EF-ZL,Part-time 4WD
CG LIMITED,"E-,L510S",EF-ZL,Full-time 4WD
TC,"V-,L500V",EF-CL,FF
TC,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
TB,"V-,L500V",EF-CL,FF
X,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM RS,"CBA-,L175S",KF-DET,FF
CUSTOM R,"CBA-,L175S",KF-DET,FF
X,"ABA-,L360S",EF-VE,Full-time 4WD
VS,"ABA-,L360S",EF-VE,Full-time 4WD
L,"CBA-,L350S",EF-VE,FF
L,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM RS,"ABA-,L350S",EF-DET,FF
TA,"V-,L510V",EF-CL,Part-time 4WD
TA,"V-,L500V",EF-CL,FF
TA,"V-,L500V",EF-CL,FF
2 SEATER,"V-,L500V",EF-CL,FF
TA SPECIAL AIRBAG VERSION,"V-,L510V",EF-CL,Part-time 4WD
TA SPECIAL AIRBAG VERSION,"V-,L500V",EF-CL,FF
TA SPECIAL AIRBAG VERSION,"V-,L500V",EF-CL,FF
CUSTOM X LIMITED,"DBA-,L175S",KF-VE,FF
CUSTOM X,"DBA-,L175S",KF-VE,FF
CUSTOM S,"DBA-,L175S",KF-VE,FF
CUSTOM RS,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM R,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM X LIMITED,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM X,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM RS,"ABA-,L360S",EF-DET,Full-time 4WD
CUSTOM X,"CBA-,L350S",EF-VE,FF
CUSTOM X,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM L,"CBA-,L350S",EF-VE,FF
CL TURBO,"E-,L500S",EF-RL,FF
TR,"E-,L502S",JB-EL,FF
TR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
CR,"E-,L502S",JB-EL,FF
TV,"E-,L502S",JB-EL,FF
CUSTOM S,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM MEMORIAL EDITION,"DBA-,L175S",KF-VE,FF
MEMORIAL EDITION,"DBA-,L175S",KF-VE,FF
CUSTOM MEMORIAL EDITION,"DBA-,L185S",KF-VE,Full-time 4WD
MEMORIAL EDITION,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM R LIMITED,"CBA-,L175S",KF-DET,FF
CUSTOM R LIMITED,"CBA-,L185S",KF-DET,Full-time 4WD
CUSTOM L,"DBA-,L175S",KF-VE,FF
L,"DBA-,L175S",KF-VE,FF
CUSTOM L,"ABA-,L360S",EF-VE,Full-time 4WD
L,"ABA-,L360S",EF-VE,Full-time 4WD
X,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM L,"CBA-,L350S",EF-VE,FF
L,"CBA-,L350S",EF-VE,FF
TV,"E-,L502S",JB-EL,FF
CV,"E-,L502S",JB-EL,FF
CV,"E-,L502S",JB-EL,FF
TG LIMITED,"E-,L500S",EF-FL,FF
X,"DBA-,L185S",KF-VE,Full-time 4WD
CUSTOM L,"DBA-,L185S",KF-VE,Full-time 4WD
L,"DBA-,L175S",KF-VE,FF
CUSTOM X LIMITED,"DBA-,L175S",KF-VE,FF
CUSTOM R,"CBA-,L175S",KF-DET,FF
X LIMITED,"ABA-,L360S",EF-VE,Full-time 4WD
CUSTOM X,"CBA-,L350S",EF-VE,FF
X,"CBA-,L350S",EF-VE,FF
RS,"ABA-,L360S",EF-DET,Full-time 4WD
X LIMITED,"CBA-,L350S",EF-VE,FF
CUSTOM RS,"ABA-,L350S",EF-DET,FF
CUSTOM L,"ABA-,L360S",EF-VE,Full-time 4WD
